年月,熊本_日最高気温の平均(℃),品質情報,熊本_日最低気温の平均(℃),品質情報,熊本_猛暑日数(日),品質情報,熊本_熱帯夜日数(日),品質情報,熊本_降水量の合計(mm),現象なし情報,品質情報,熊本_日照時間(時間),現象なし情報,品質情報,札幌_日最高気温の平均(℃),品質情報,札幌_日最低気温の平均(℃),品質情報,札幌_猛暑日数(日),品質情報,札幌_熱帯夜日数(日),品質情報,札幌_降水量の合計(mm),現象なし情報,品質情報,札幌_日照時間(時間),現象なし情報,品質情報,伊良湖_日最高気温の平均(℃),品質情報,伊良湖_日最低気温の平均(℃),品質情報,伊良湖_猛暑日数(日),品質情報,伊良湖_熱帯夜日数(日),品質情報,伊良湖_降水量の合計(mm),現象なし情報,品質情報,伊良湖_日照時間(時間),現象なし情報,品質情報,水戸_日最高気温の平均(℃),品質情報,水戸_日最低気温の平均(℃),品質情報,水戸_猛暑日数(日),品質情報,水戸_熱帯夜日数(日),品質情報,水戸_降水量の合計(mm),現象なし情報,品質情報,水戸_日照時間(時間),現象なし情報,品質情報,千葉_日最高気温の平均(℃),品質情報,千葉_日最低気温の平均(℃),品質情報,千葉_猛暑日数(日),品質情報,千葉_熱帯夜日数(日),品質情報,千葉_降水量の合計(mm),現象なし情報,品質情報,千葉_日照時間(時間),現象なし情報,品質情報
2005/9,31.6,8,22.9,8,2,8,5,8,147.0,0,8,200.9,0,8,23.2,8,14.5,8,0,8,0,8,126.0,0,8,158.3,0,5,28.5,8,22.1,5,0,8,1,8,99.0,0,8,187.9,0,5,27.1,8,19.2,8,0,8,0,8,39.0,0,8,155.7,0,8,27.9,8,21.6,8,0,8,4,8,56.0,0,8,178.0,0,8
2005/10,26.2,8,16.2,8,0,8,0,8,41.0,0,8,192.9,0,8,17.7,8,9.1,8,0,8,0,8,72.0,0,8,169.0,0,5,22.7,8,16.6,8,0,8,0,8,167.5,0,8,151.9,0,8,21.1,8,13.6,8,0,8,0,8,172.5,0,8,105.2,0,8,22.2,8,16.3,8,0,8,0,8,183.5,0,8,110.9,0,8
2005/11,19.5,8,8.4,8,0,8,0,8,72.5,0,8,168.0,0,8,9.1,8,2.1,8,0,8,0,8,150.5,0,8,106.2,0,8,16.8,8,8.9,8,0,8,0,8,17.5,0,8,220.1,0,8,16.3,8,4.0,8,0,8,0,8,59.0,0,8,196.4,0,8,17.3,8,8.8,8,0,8,0,8,40.0,0,8,183.5,0,8
2005/12,9.5,8,0.4,8,0,8,0,8,31.0,0,8,140.7,0,8,0.7,8,-5.8,8,0,8,0,8,89.0,0,8,112.5,0,8,8.7,8,2.9,8,0,8,0,8,4.0,0,8,174.7,0,8,8.9,8,-2.6,8,0,8,0,8,9.5,0,8,202.8,0,8,10.3,8,2.4,8,0,8,0,8,3.5,0,8,225.9,0,8
2006/1,11.1,8,1.9,8,0,8,0,8,61.0,0,8,135.7,0,8,-1.5,8,-6.8,8,0,8,0,8,132.0,0,8,66.8,0,8,8.1,8,2.2,8,0,8,0,8,52.5,0,8,156.7,0,8,7.4,8,-3.2,8,0,8,0,8,57.0,0,8,167.0,0,8,8.5,8,1.6,8,0,8,0,8,107.0,0,8,162.0,0,8
2006/2,12.9,8,3.4,8,0,8,0,8,117.5,0,8,119.5,0,8,0.5,8,-6.2,8,0,8,0,8,89.0,0,8,89.3,0,8,10.0,8,2.9,8,0,8,0,8,165.0,0,8,142.8,0,8,9.2,5,-0.5,8,0,5,0,8,79.5,0,8,124.2,0,8,10.5,8,3.2,8,0,8,0,8,112.0,0,8,123.1,0,8
2006/3,15.4,8,5.0,8,0,8,0,8,101.5,0,8,183.8,0,5,4.5,8,-1.9,8,0,8,0,8,116.5,0,8,113.0,0,8,12.3,8,4.1,8,0,8,0,8,85.0,0,8,195.7,0,8,13.0,8,2.0,8,0,8,0,8,65.0,0,8,192.3,0,8,14.0,8,5.5,8,0,8,0,8,81.5,0,8,171.3,0,8
2006/4,20.3,8,10.1,8,0,8,0,8,215.5,0,8,170.2,0,8,8.9,8,2.4,8,0,8,0,8,95.0,0,8,121.0,0,8,17.0,8,9.6,8,0,8,0,8,189.5,0,8,153.9,0,8,16.2,8,6.1,8,0,8,0,8,81.0,0,8,154.5,0,8,17.3,8,9.8,8,0,8,0,8,113.5,0,8,152.7,0,8
2006/5,25.5,8,16.7,8,0,8,0,8,213.5,0,8,124.5,0,8,18.1,8,8.6,8,0,8,0,8,45.0,0,8,234.8,0,8,22.0,8,15.0,8,0,8,0,8,191.0,0,8,137.8,0,8,21.5,8,12.9,8,0,8,0,8,117.5,0,8,122.8,0,8,22.4,8,15.4,8,0,8,0,8,100.5,0,8,129.2,0,8
2006/6,29.2,8,20.5,8,0,8,0,8,642.0,0,8,139.0,0,8,19.7,8,12.7,8,0,8,0,8,77.0,0,8,150.3,0,8,25.9,8,18.9,8,0,8,0,8,198.0,0,8,143.9,0,8,23.9,8,17.4,8,0,8,0,8,161.5,0,8,96.4,0,8,25.4,8,19.4,8,0,8,0,8,124.5,0,8,81.5,0,8
2006/7,32.0,8,25.0,8,6,8,17,8,789.0,0,8,159.9,0,8,25.1,8,17.2,8,0,8,0,8,106.5,0,8,201.3,0,8,29.3,8,22.8,8,0,8,3,8,188.5,0,8,140.3,0,8,26.5,8,21.0,8,0,8,0,8,334.5,0,8,69.8,0,8,28.5,8,22.9,8,1,8,6,8,115.5,0,8,67.0,0,5
2006/8,34.5,8,25.4,8,16,8,17,8,427.5,0,8,205.7,0,5,28.8,8,21.2,8,0,8,0,8,36.5,0,8,201.3,0,5,31.5,8,23.9,8,0,8,6,8,62.5,0,8,242.2,0,8,29.7,8,22.6,8,1,8,4,8,46.0,0,8,149.6,0,8,30.8,8,24.0,8,1,8,8,8,168.5,0,8,162.5,0,8
2006/9,29.8,8,20.7,8,0,8,1,8,93.5,0,8,170.5,0,8,23.0,8,14.4,8,0,8,0,8,57.5,0,8,189.2,0,5,27.1,8,20.8,8,0,8,3,8,173.0,0,8,164.9,0,8,25.6,8,18.1,8,0,8,0,8,162.5,0,8,138.5,0,8,27.0,8,20.2,8,0,8,1,8,158.5,0,8,127.0,0,8
2006/10,27.6,8,15.8,8,0,8,0,8,11.0,0,8,243.7,0,8,16.2,8,7.0,8,0,8,0,8,90.5,0,8,170.0,0,8,23.6,8,16.6,8,0,8,0,8,113.0,0,8,189.4,0,8,21.7,8,13.3,8,0,8,0,8,240.0,0,8,129.6,0,8,23.1,8,16.3,8,0,8,0,8,335.0,0,8,151.3,0,8
2006/11,19.6,8,10.3,8,0,8,0,8,81.0,0,8,136.6,0,8,9.4,8,2.8,8,0,8,0,8,182.0,0,5,96.7,0,8,17.6,8,10.5,8,0,8,0,8,127.0,0,8,159.9,0,8,16.7,8,6.6,8,0,8,0,8,128.5,0,8,149.3,0,8,17.7,8,10.6,8,0,8,0,8,109.5,0,8,150.2,0,8
2006/12,13.7,8,4.5,8,0,8,0,8,47.5,0,8,134.9,0,8,2.1,8,-3.3,8,0,8,0,8,118.0,0,8,91.7,0,8,12.0,8,5.6,8,0,8,0,8,124.0,0,8,154.0,0,8,11.9,8,2.0,8,0,8,0,8,198.5,0,8,144.6,0,8,12.7,8,6.0,8,0,8,0,8,200.0,0,8,145.7,0,8
2007/1,11.7,8,2.6,8,0,8,0,8,33.5,0,8,123.1,0,8,0.8,8,-4.7,8,0,8,0,8,112.0,0,8,71.6,0,8,10.5,8,4.2,8,0,8,0,8,37.5,0,8,178.0,0,8,10.4,8,-0.4,8,0,8,0,8,46.5,0,8,184.3,0,5,11.2,8,4.0,8,0,8,0,8,42.5,0,8,171.8,0,8
2007/2,15.5,8,4.3,8,0,8,0,8,76.0,0,8,163.9,0,8,1.8,8,-5.2,8,0,8,0,8,111.5,0,8,75.5,0,8,12.3,8,4.5,8,0,8,0,8,80.0,0,8,192.1,0,8,11.6,8,0.2,8,0,8,0,8,47.0,0,8,195.7,0,8,12.8,8,4.3,8,0,8,0,8,77.0,0,8,183.9,0,8
2007/3,17.2,8,6.0,8,0,8,0,8,104.5,0,8,200.7,0,8,4.4,8,-2.4,8,0,8,0,8,91.0,0,8,129.2,0,8,14.4,8,5.3,8,0,8,0,8,70.0,0,8,225.0,0,8,14.3,8,2.0,8,0,8,0,8,66.0,0,8,192.8,0,8,15.2,8,6.3,8,0,8,0,8,52.0,0,8,179.9,0,8
2007/4,20.9,8,9.7,8,0,8,0,8,108.5,0,8,177.4,0,8,10.6,8,2.7,8,0,8,0,8,57.5,0,8,174.3,0,8,18.3,8,9.5,8,0,8,0,8,89.0,0,8,181.6,0,8,16.9,8,6.9,8,0,8,0,8,87.0,0,8,155.9,0,8,17.7,8,9.9,8,0,8,0,8,121.0,0,8,149.8,0,8
2007/5,26.1,8,15.5,8,0,8,0,8,141.0,0,8,233.2,0,8,16.8,8,8.9,8,0,8,0,8,87.0,0,8,184.0,0,8,23.3,8,14.1,8,0,8,0,8,139.5,0,8,231.2,0,8,22.4,8,12.2,8,0,8,0,8,141.5,0,8,220.7,0,8,23.7,8,15.5,8,0,8,0,8,130.5,0,8,206.0,0,5
2007/6,28.8,8,20.7,8,0,8,3,8,184.0,0,8,131.0,0,8,23.8,8,15.2,8,0,8,0,8,38.0,0,8,223.4,0,8,26.3,8,19.0,8,0,8,0,8,184.0,0,5,196.0,0,8,25.5,8,17.0,8,0,8,0,8,135.5,0,8,184.3,0,8,26.8,8,19.3,8,0,8,0,8,66.0,0,8,191.0,0,5
2007/7,30.9,8,23.9,8,5,8,9,8,674.5,0,8,137.4,0,8,24.2,8,16.3,8,0,8,0,8,45.0,0,8,228.8,0,8,28.2,8,22.3,8,0,8,1,8,318.5,0,8,143.8,0,8,25.6,8,19.7,8,0,8,0,8,238.0,0,8,101.1,0,8,27.3,8,21.3,8,0,8,0,8,220.0,0,8,86.8,0,8
2007/8,34.8,8,25.3,8,18,8,18,8,175.5,0,8,239.8,0,8,28.3,8,19.6,8,0,8,0,8,65.5,0,8,165.7,0,8,32.4,8,24.6,8,3,8,12,8,73.0,0,8,274.2,0,8,32.2,8,22.9,8,4,8,4,8,68.0,0,8,228.4,0,8,32.6,8,25.4,8,5,8,21,8,8.0,0,8,240.9,0,8
2007/9,33.0,8,23.3,8,4,8,3,8,80.5,0,8,212.6,0,8,23.1,8,15.6,8,0,8,0,8,193.5,0,8,125.1,0,8,28.9,8,22.7,8,0,8,3,8,211.5,0,8,159.9,0,8,27.6,8,20.2,8,0,8,0,8,223.5,0,8,122.0,0,8,28.3,8,22.3,8,0,8,6,8,227.0,0,8,127.0,0,8
2007/10,26.8,8,16.4,8,0,8,0,8,134.5,0,8,213.5,0,8,16.1,8,7.6,8,0,8,0,8,66.5,0,8,150.0,0,8,22.9,8,16.1,8,0,8,0,8,104.5,0,8,159.8,0,8,21.2,8,12.5,8,0,8,0,8,181.5,0,8,145.0,0,8,22.4,8,15.7,8,0,8,0,8,142.0,0,8,127.9,0,8
2007/11,18.8,8,8.4,8,0,8,0,8,31.0,0,8,173.6,0,8,7.7,8,0.2,8,0,8,0,8,75.0,0,8,118.5,0,8,16.6,8,9.7,8,0,8,0,8,22.0,0,8,137.3,0,8,15.5,8,5.8,8,0,8,0,8,46.0,0,8,134.6,0,8,16.7,8,9.7,8,0,8,0,8,33.5,0,8,141.1,0,8
2007/12,13.9,8,5.2,8,0,8,0,8,67.0,0,8,118.2,0,8,1.9,8,-3.0,8,0,8,0,8,86.0,0,8,84.0,0,8,12.3,8,5.4,8,0,8,0,8,94.0,0,8,166.1,0,8,11.5,8,0.6,8,0,8,0,8,86.5,0,8,155.4,0,8,12.9,8,5.5,8,0,8,0,8,70.5,0,8,174.1,0,8
2008/1,11.4,8,2.9,8,0,8,0,8,136.5,0,8,133.3,0,8,-1.8,8,-6.9,8,0,8,0,8,111.0,0,8,91.6,0,8,9.0,8,3.0,8,0,8,0,8,48.5,0,8,158.3,0,8,8.6,8,-1.7,8,0,8,0,8,18.5,0,8,180.9,0,8,9.4,8,2.2,8,0,8,0,8,24.0,0,8,165.4,0,8
2008/2,10.6,8,0.2,8,0,8,0,8,43.5,0,8,167.1,0,8,0.0,8,-7.5,8,0,8,0,8,111.0,0,8,108.8,0,8,8.5,8,1.1,8,0,8,0,8,57.0,0,8,192.2,0,8,8.8,8,-2.1,8,0,8,0,8,54.0,0,8,200.7,0,8,9.6,8,1.5,8,0,8,0,8,66.0,0,8,211.4,0,8
2008/3,16.9,8,5.7,8,0,8,0,8,90.5,0,8,198.4,0,8,7.0,8,-0.2,8,0,8,0,8,32.0,0,8,162.2,0,8,14.8,8,6.0,8,0,8,0,8,168.5,0,8,230.3,0,8,13.3,8,2.6,8,0,8,0,8,63.5,0,8,181.4,0,8,14.8,8,6.4,8,0,8,0,8,127.5,0,8,191.5,0,8
2008/4,21.2,8,10.2,8,0,8,0,8,115.5,0,8,188.0,0,8,14.7,8,4.9,8,0,8,0,8,6.0,0,8,192.4,0,8,19.5,8,10.6,8,0,8,0,8,278.5,0,8,220.4,0,8,16.5,8,7.6,8,0,8,0,8,176.5,0,8,164.5,0,8,18.1,8,10.6,8,0,8,0,8,198.0,0,8,147.9,0,8
2008/5,26.2,8,15.1,8,0,8,0,8,209.5,0,8,215.4,0,8,17.4,8,8.6,8,0,8,0,8,65.5,0,8,185.4,0,8,23.1,8,15.3,8,0,8,0,8,309.0,0,8,169.2,0,5,20.5,8,12.4,8,0,8,0,8,164.0,0,8,158.8,0,8,21.5,8,15.0,8,0,8,0,8,236.5,0,8,141.9,0,8
2008/6,26.9,8,19.8,8,0,8,0,8,776.0,0,8,97.9,0,8,22.0,8,13.2,8,0,8,0,8,40.0,0,8,193.8,0,8,25.4,8,18.9,8,0,8,0,8,161.0,0,5,123.6,0,5,23.4,8,15.5,8,0,8,0,8,131.0,0,8,135.5,0,8,24.3,8,18.0,8,0,8,0,8,237.0,0,8,109.2,0,8
2008/7,34.0,8,25.3,8,13,8,22,8,204.0,0,8,258.1,0,8,25.7,8,18.6,8,0,8,0,8,63.5,0,8,146.7,0,8,31.1,8,23.7,8,2,8,8,8,32.5,0,8,253.5,0,8,28.5,8,21.3,8,0,8,1,8,27.0,0,8,135.7,0,8,30.5,8,23.3,8,0,8,3,8,18.0,0,8,174.0,0,8
2008/8,33.1,8,24.5,8,9,8,15,8,226.5,0,8,191.0,0,8,25.4,8,18.0,8,0,8,0,8,56.0,0,8,188.1,0,8,31.9,8,24.4,8,4,8,15,8,263.0,0,8,229.2,0,8,28.8,8,21.8,8,2,8,1,8,183.0,0,8,122.7,0,8,31.0,8,23.9,8,1,8,11,8,186.0,0,8,151.7,0,5
2008/9,30.1,8,22.3,8,0,8,2,8,294.5,0,8,140.5,0,8,24.2,8,14.9,8,0,8,0,8,30.5,0,8,202.9,0,8,27.5,8,21.1,8,0,8,1,8,215.5,0,5,163.2,0,8,26.0,8,18.8,8,0,8,0,8,126.0,0,8,137.2,0,8,27.5,8,21.3,8,0,8,1,8,240.5,0,8,128.9,0,8
2008/10,25.3,8,15.8,8,0,8,0,8,62.0,0,8,168.5,0,8,16.9,8,9.0,8,0,8,0,8,99.5,0,8,161.1,0,8,22.8,8,16.0,8,0,8,0,8,104.5,0,5,151.4,0,8,21.6,8,12.4,8,0,8,0,8,122.0,0,8,152.7,0,8,23.0,8,16.0,8,0,8,0,8,160.5,0,8,126.3,0,8
2008/11,17.6,8,8.6,8,0,8,0,8,88.5,0,8,119.6,0,8,8.6,8,0.5,8,0,8,0,8,86.0,0,8,125.2,0,8,16.7,8,9.7,8,0,8,0,8,102.5,0,8,159.5,0,8,15.6,8,6.0,8,0,8,0,8,64.5,0,8,141.1,0,8,16.5,8,9.9,8,0,8,0,8,72.0,0,8,130.5,0,8
2008/12,13.1,8,2.9,8,0,8,0,8,106.0,0,8,148.5,0,8,4.0,8,-2.7,8,0,8,0,8,142.0,0,8,86.3,0,8,13.0,8,4.6,8,0,8,0,8,67.5,0,8,168.3,0,5,12.8,8,1.7,8,0,8,0,8,51.0,0,8,189.1,0,8,14.0,8,5.8,8,0,8,0,8,73.0,0,8,194.5,0,8
2009/1,10.3,8,2.0,8,0,8,0,8,54.5,0,8,126.5,0,8,1.7,8,-4.5,8,0,8,0,8,103.0,0,8,85.9,0,8,9.4,8,2.8,8,0,8,0,8,135.5,0,8,168.2,0,8,9.6,8,-0.7,8,0,8,0,8,104.5,0,8,181.7,0,8,10.5,8,3.4,8,0,8,0,8,117.5,0,8,166.4,0,8
2009/2,15.1,8,5.0,8,0,8,0,8,133.5,0,8,135.2,0,8,0.8,8,-5.6,8,0,8,0,8,143.0,0,8,68.0,0,8,11.6,8,4.2,8,0,8,0,8,64.0,0,8,160.5,0,8,10.4,8,0.1,8,0,8,0,8,56.0,0,8,152.7,0,8,11.7,8,3.8,8,0,8,0,8,41.5,0,8,120.0,0,8
2009/3,16.5,8,6.6,8,0,8,0,8,144.5,0,8,150.6,0,8,5.0,8,-2.0,8,0,8,0,8,79.0,0,8,113.5,0,8,13.9,8,5.4,8,0,8,0,8,118.0,0,8,186.6,0,8,12.9,8,2.2,8,0,8,0,8,105.5,0,8,179.3,0,8,13.7,8,6.0,8,0,8,0,8,85.0,0,8,158.9,0,8
2009/4,22.1,8,10.3,8,0,8,0,8,80.0,0,8,223.3,0,8,12.7,8,3.3,8,0,8,0,8,58.0,0,8,224.4,0,8,19.5,8,9.8,8,0,8,0,8,128.0,0,8,244.0,0,8,19.0,8,7.4,8,0,8,0,8,176.0,0,8,220.1,0,8,19.9,8,11.4,8,0,8,0,8,107.0,0,8,221.5,0,8
2009/5,26.7,8,15.2,8,0,8,0,8,69.0,0,8,218.6,0,5,19.2,8,9.4,8,0,8,0,8,42.5,0,8,255.7,0,8,24.0,5,15.2,5,0,5,0,5,209.5,0,5,193.2,0,5,22.8,8,13.7,8,0,8,0,8,98.0,0,8,168.7,0,8,23.4,8,16.8,8,0,8,0,8,156.0,0,8,161.2,0,8
2009/6,28.8,8,20.2,8,0,8,0,8,246.0,0,8,153.1,0,8,21.7,8,14.3,8,0,8,0,8,50.0,0,8,133.1,0,8,26.7,8,19.0,8,0,8,0,8,203.0,0,8,175.1,0,8,24.2,8,17.2,8,0,8,0,8,120.0,0,8,105.3,0,8,25.3,8,19.3,8,0,8,0,8,195.5,0,8,82.6,0,8
2009/7,30.6,8,23.9,8,0,8,10,8,429.0,0,8,120.3,0,8,23.1,8,17.0,8,0,8,0,8,187.5,0,8,82.6,0,8,29.3,8,23.2,8,0,8,0,8,138.5,0,8,126.4,0,8,28.6,8,20.9,8,0,8,0,8,68.5,0,8,99.3,0,8,28.9,8,23.3,8,0,8,7,8,99.0,0,8,111.9,0,8
2009/8,33.8,8,24.8,8,7,8,16,8,66.5,0,8,217.2,0,8,25.3,8,18.6,8,0,8,0,8,63.0,0,8,156.3,0,8,30.4,8,23.7,8,0,8,5,8,126.5,0,8,216.4,0,8,28.0,8,20.9,8,0,8,0,8,213.5,0,8,159.0,0,8,29.7,8,22.9,8,0,8,3,8,249.0,0,8,142.5,0,8
2009/9,31.4,8,21.0,8,2,8,1,8,34.0,0,8,215.5,0,8,22.2,8,13.8,8,0,8,0,8,35.5,0,8,183.0,0,8,28.0,8,20.2,8,0,8,0,8,68.0,0,8,182.6,0,5,25.0,8,16.9,8,0,8,0,8,8.5,0,8,154.4,0,8,26.4,8,19.6,8,0,8,0,8,46.0,0,8,130.9,0,8
2009/10,24.5,8,14.3,8,0,8,0,8,129.5,0,8,175.8,0,8,16.7,8,8.5,8,0,8,0,8,125.0,0,8,127.0,0,8,22.4,8,15.3,8,0,8,0,8,230.0,0,8,184.8,0,8,21.4,8,12.2,8,0,8,0,8,227.5,0,5,151.7,0,8,22.4,8,15.5,8,0,8,0,8,288.5,0,8,141.6,0,8
2009/11,18.0,8,9.5,8,0,8,0,8,112.0,0,8,120.3,0,8,8.3,8,2.2,8,0,8,0,8,154.0,0,8,75.7,0,8,17.4,8,10.2,8,0,8,0,8,193.0,0,8,143.7,0,8,16.0,8,6.3,8,0,8,0,8,187.5,0,8,125.9,0,8,17.2,8,9.6,8,0,8,0,8,152.5,0,8,96.1,0,8
2009/12,12.5,8,3.8,8,0,8,0,8,67.0,0,8,128.9,0,8,2.2,8,-3.6,8,0,8,0,8,106.5,0,8,99.2,0,8,12.0,8,5.7,8,0,8,0,8,50.5,0,8,178.6,0,8,11.6,8,1.4,8,0,8,0,8,95.5,0,8,169.9,0,8,12.6,8,5.6,8,0,8,0,8,99.0,0,8,168.1,0,8
2010/1,10.7,8,1.1,8,0,8,0,8,47.5,0,8,132.2,0,8,0.7,8,-4.9,8,0,8,0,8,112.0,0,8,82.8,0,8,9.4,8,2.6,8,0,8,0,8,14.5,0,8,185.1,0,8,9.8,8,-2.3,8,0,8,0,8,6.0,0,8,218.9,0,8,11.1,8,2.9,8,0,8,0,8,14.0,0,8,207.3,0,8
2010/2,14.4,8,5.1,8,0,8,0,8,192.0,0,8,131.9,0,8,-0.3,8,-6.3,8,0,8,0,8,59.5,0,8,92.6,0,8,11.0,8,4.0,8,0,8,0,8,115.5,0,8,142.9,0,8,9.1,5,-0.6,5,0,5,0,8,98.5,0,8,121.8,0,5,10.3,8,2.7,8,0,8,0,8,113.0,0,8,89.9,0,8
2010/3,15.8,8,7.1,8,0,8,0,8,176.5,0,8,131.9,0,8,3.1,8,-3.5,8,0,8,0,8,79.5,0,8,114.5,0,8,13.3,8,6.0,8,0,8,0,8,197.0,0,8,157.0,0,8,11.2,8,2.1,8,0,8,0,8,115.0,0,8,133.6,0,8,13.2,8,4.9,8,0,8,0,8,152.5,0,8,113.1,0,5
2010/4,20.1,8,9.6,8,0,8,0,8,225.5,0,8,156.8,0,8,9.3,8,2.4,8,0,8,0,8,67.5,0,8,124.3,0,8,17.3,8,9.5,8,0,8,0,8,182.5,0,8,162.7,0,8,15.3,8,5.6,8,0,8,0,8,230.5,0,8,129.6,0,8,16.4,8,8.3,8,0,8,0,8,184.5,0,8,123.7,0,8
2010/5,25.4,8,14.6,8,0,8,0,8,284.5,0,8,208.2,0,8,16.8,8,8.6,8,0,8,0,8,44.5,0,8,186.7,0,8,22.4,8,14.1,8,0,8,0,8,115.5,0,8,233.5,0,8,21.6,8,11.9,8,0,8,0,8,125.0,0,8,209.0,0,8,22.6,8,15.1,8,0,8,0,8,81.5,0,8,197.4,0,8
2010/6,28.5,8,20.2,8,0,8,0,8,401.0,0,8,121.2,0,8,24.6,8,15.3,8,0,8,0,8,73.0,0,8,222.7,0,8,26.8,8,19.5,8,0,8,0,8,148.5,0,8,169.3,0,8,25.8,8,17.4,8,0,8,0,8,160.0,0,8,162.8,0,8,26.6,8,19.9,8,0,8,0,8,93.5,0,8,167.6,0,8
2010/7,31.6,8,24.3,8,2,8,7,8,362.0,0,8,154.8,0,8,25.8,8,19.6,8,0,8,0,8,143.5,0,8,73.9,0,8,30.8,8,24.0,8,3,8,4,8,166.0,0,8,214.1,0,8,30.7,8,22.2,8,0,8,0,8,106.5,0,8,179.5,0,8,31.2,8,24.9,8,4,8,14,8,62.5,0,8,200.4,0,8
2010/8,34.8,8,26.0,8,18,8,25,8,58.0,0,8,208.6,0,8,29.1,8,21.3,8,0,8,0,8,213.5,0,8,158.4,0,8,32.8,8,25.8,8,2,8,28,8,46.5,0,8,259.7,0,8,32.6,8,24.2,8,3,8,10,8,11.0,0,8,214.0,0,8,32.8,8,26.4,8,4,8,27,8,24.5,0,8,243.8,0,8
2010/9,31.0,8,22.4,8,3,8,8,8,118.0,0,8,185.1,0,8,24.2,8,16.2,8,0,8,0,8,92.0,0,8,181.3,0,8,29.9,8,22.4,8,1,8,8,8,187.5,0,8,229.5,0,8,27.7,8,19.6,8,3,8,3,8,296.0,0,8,175.9,0,8,28.6,5,21.7,5,2,5,7,5,386.0,0,8,164.2,0,5
2010/10,24.6,8,16.0,8,0,8,0,8,85.0,0,8,134.3,0,8,16.4,8,8.3,8,0,8,0,8,130.5,0,8,144.4,0,8,22.8,8,16.8,8,0,8,0,8,326.0,0,8,134.8,0,8,20.8,8,13.4,8,0,8,0,8,189.0,0,8,117.2,0,8,21.9,8,16.2,8,0,8,0,8,194.5,0,5,86.4,0,8
2010/11,18.1,8,7.4,8,0,8,0,8,29.0,0,8,193.6,0,8,9.4,8,2.6,8,0,8,0,8,194.5,0,8,89.5,0,8,16.8,8,9.2,8,0,8,0,8,103.0,0,8,183.0,0,5,16.6,8,5.9,8,0,8,0,8,75.5,0,8,158.5,0,8,17.4,8,9.9,8,0,8,0,8,107.0,0,8,147.5,0,8
2010/12,12.6,8,3.8,8,0,8,0,8,93.5,0,8,127.5,0,8,3.4,8,-2.2,8,0,8,0,8,115.0,0,8,55.8,0,8,12.5,8,5.7,8,0,8,0,8,90.0,0,8,172.4,0,5,12.7,8,2.3,8,0,8,0,8,117.5,0,8,192.1,0,8,14.0,8,6.4,8,0,8,0,8,111.5,0,8,190.5,0,8
2011/1,7.2,8,-1.2,8,0,8,0,8,2.5,0,8,122.8,0,8,-1.2,8,-6.7,8,0,8,0,8,120.0,0,8,115.5,0,8,7.8,8,1.6,8,0,8,0,8,0.0,0,8,206.5,0,5,8.1,8,-3.5,8,0,8,0,8,9.0,0,8,240.8,0,8,9.5,8,1.6,8,0,8,0,8,5.5,0,8,241.9,0,8
2011/2,14.2,8,3.3,8,0,8,0,8,39.5,0,8,150.2,0,8,2.4,8,-4.5,8,0,8,0,8,69.5,0,8,140.8,0,8,11.3,8,2.9,8,0,8,0,8,90.5,0,8,163.0,0,8,10.4,8,-0.7,8,0,8,0,8,89.0,0,8,155.8,0,5,11.4,8,3.2,8,0,8,0,8,133.0,0,8,142.3,0,8
2011/3,14.0,8,2.9,8,0,8,0,8,50.5,0,8,207.0,0,8,4.1,5,-2.8,5,0,5,0,8,60.5,0,8,159.7,0,5,12.2,8,3.6,8,0,8,0,8,46.5,0,8,242.7,0,8,11.2,8,0.2,8,0,8,0,8,81.0,0,8,218.5,0,8,12.4,5,4.0,5,0,5,0,8,74.0,0,5,213.1,0,5
2011/4,21.0,8,9.1,8,0,8,0,8,67.0,0,8,213.1,0,5,11.3,8,2.8,8,0,8,0,8,69.5,0,8,164.6,0,8,18.6,8,8.1,8,0,8,0,8,149.5,0,8,233.9,0,8,17.9,8,5.5,8,0,8,0,8,128.0,0,8,182.1,0,5,18.8,8,10.2,8,0,8,0,8,53.0,0,8,215.4,0,8
2011/5,25.4,8,15.8,8,0,8,0,8,125.5,0,8,141.1,0,8,15.4,8,7.6,8,0,8,0,8,56.5,0,8,158.6,0,8,22.6,5,14.5,5,0,5,0,8,197.5,0,5,174.0,0,5,21.5,8,12.2,8,0,8,0,8,185.0,0,8,143.5,0,8,21.8,8,15.3,8,0,8,0,8,197.5,0,8,144.1,0,8
2011/6,27.9,8,21.1,8,0,8,3,8,928.5,0,8,96.4,0,5,22.0,8,13.6,8,0,8,0,8,43.0,0,8,164.6,0,8,26.6,8,20.0,8,1,8,2,8,196.5,0,5,149.9,0,8,25.5,8,17.7,8,0,8,0,8,103.0,0,8,122.3,0,8,25.9,5,19.7,5,1,5,1,5,135.0,0,5,110.4,0,5
2011/7,32.2,8,24.3,8,1,8,10,8,253.0,0,8,188.3,0,8,26.0,8,18.7,8,0,8,0,8,129.0,0,8,170.2,0,8,30.3,8,23.8,8,0,8,6,8,232.5,0,8,207.1,0,8,30.2,8,22.1,8,3,8,1,8,252.5,0,8,192.2,0,8,30.1,8,24.3,8,0,8,17,8,28.0,0,8,188.9,0,8
